antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'fruit/vegetable juice'}),frozenset({'rolls/buns'}),0.03401724253157789,0.11000467820624206,0.003742564993651006,0.11001964636542241,1.0001360683874942,1.0,5.091755010894553e-07,1.0000168185276441,0.0001408408942657731,0.026679371129109102,1.681824478603515e-05,0.07202075878416929
frozenset({'fruit/vegetable juice'}),frozenset({'whole milk'}),0.03401724253157789,0.15792287642852368,0.004410880171088686,0.12966601178781928,0.8210717454003978,1.0,-0.0009612206176648095,0.9675333090245631,-0.18406942343006535,0.023521026372059873,-0.03355614806498888,0.07879830424346529
frozenset({'soft cheese'}),frozenset({'yogurt'}),0.010024727661565194,0.08587850030074183,0.0012697988371315912,0.12666666666666665,1.4749520103761347,1.0,0.0004088902596330097,1.0467040072892269,0.3252726090525036,0.013418079096045197,0.044620071160501026,0.07072632944228274
frozenset({'soft cheese'}),frozenset({'other vegetables'}),0.010024727661565194,0.12210118291786407,0.0012029673193878234,0.12000000000000001,0.9827914614121511,1.0,-2.1063786518720146e-05,0.9976122921387908,-0.017379767827529015,0.009188361408882082,-0.0023934226552984063,0.06492610837438424
frozenset({'soft cheese'}),frozenset({'rolls/buns'}),0.010024727661565194,0.11000467820624206,0.0010024727661565194,0.1,0.9090522478736331,1.0,-0.00010029417435917327,0.9888836908819533,-0.09178418148375231,0.008422234699606963,-0.011241270556431617,0.05455650060753342
frozenset({'soft cheese'}),frozenset({'whole milk'}),0.010024727661565194,0.15792287642852368,0.0012029673193878234,0.12000000000000001,0.7598645789250953,1.0,-0.0003801665083391398,0.9569058222403141,-0.24197867803837936,0.007214428857715431,-0.04503492063492061,0.063808717731697
frozenset({'oil'}),frozenset({'other vegetables'}),0.014903428456860256,0.12210118291786407,0.001804450979081735,0.12107623318385649,0.9916057346086725,1.0,-1.5275265032659805e-05,0.9988338582107975,-0.008520179372197392,0.013346515076618883,-0.0011675032635471477,0.0679272791535046
frozenset({'oil'}),frozenset({'whole milk'}),0.014903428456860256,0.15792287642852368,0.0019381140145692708,0.13004484304932734,0.8234705825421436,1.0,-0.0004154782759848146,0.9679546317342227,-0.178722799251463,0.011341415721548691,-0.03310627090896149,0.0711586889812866
frozenset({'oil'}),frozenset({'soda'}),0.014903428456860256,0.09710619528169484,0.001804450979081735,0.12107623318385649,1.246843549298035,1.0,0.000357235744983095,1.0272720329192961,0.2009698979848234,0.01637355973317162,0.02654801459141708,0.06982923840885874
frozenset({'beverages'}),frozenset({'soda'}),0.016574216400454454,0.09710619528169484,0.001871282496825503,0.11290322580645162,1.1626778855760054,1.0,0.00026182340240190347,1.0178075616824531,0.14227464686180294,0.01673640167364017,0.01749600057305224,0.06608685034300558
frozenset({'beverages'}),frozenset({'whole milk'}),0.016574216400454454,0.15792287642852368,0.0019381140145692708,0.11693548387096775,0.7404594351084598,1.0,-0.0006793339139393084,0.9535850531768316,-0.2627653619703126,0.01123160340821069,-0.048674155145929314,0.06460400939210681
frozenset({'beverages'}),frozenset({'other vegetables'}),0.016574216400454454,0.12210118291786407,0.0017376194613379669,0.10483870967741936,0.8586215724702932,1.0,-0.0002861119670941848,0.980715795659323,-0.14341942648349482,0.012689116642264518,-0.019663397312482806,0.059534844712820244
frozenset({'berries'}),frozenset({'other vegetables'}),0.021787074784468355,0.12210118291786407,0.0026732607097507185,0.12269938650306748,1.0048992447977005,1.0,1.3033106247164247e-05,1.0006818684222947,0.004983944797431263,0.01893043066729768,0.0006814037945644609,0.07229660075016538
frozenset({'berries'}),frozenset({'whole milk'}),0.021787074784468355,0.15792287642852368,0.0022722716032881106,0.10429447852760736,0.660414000088273,1.0,-0.0011684059156384895,0.9401271996037714,-0.34454345976445294,0.012806026365348399,-0.06368585061836594,0.05934148386812023
frozenset({'long life bakery product'}),frozenset({'whole milk'}),0.017910846755329814,0.15792287642852368,0.0024059346387756467,0.13432835820895522,0.850594677901226,1.0,-0.0004225978000965279,0.9727442634360157,-0.1517167065403536,0.013872832369942198,-0.02801942667614308,0.07478161456787161
frozenset({'cream cheese '}),frozenset({'whole milk'}),0.023658357281293858,0.15792287642852368,0.0028737552629820224,0.12146892655367232,0.7691661227349129,1.0,-0.0008624405704536109,0.9585057933900406,-0.23511226378336247,0.016080777860882575,-0.043290512061698476,0.06983306674700121
frozenset({'ham'}),frozenset({'whole milk'}),0.0171088685424046,0.15792287642852368,0.0027400922274944863,0.16015624999999997,1.0141421789039355,1.0,3.821049484046884e-05,1.0026592727176649,0.014187702222435983,0.015903801396431345,0.002652219742063475,0.08875353761108759
frozenset({'pork'}),frozenset({'whole milk'}),0.037091492347791216,0.15792287642852368,0.005012363830782597,0.13513513513513514,0.8557033546453776,1.0,-0.0008452313318071669,0.9736516741295195,-0.14902664902664892,0.026380583890256774,-0.027061347061347035,0.08343722478297172
frozenset({'pork'}),frozenset({'other vegetables'}),0.037091492347791216,0.12210118291786407,0.00394305954688231,0.10630630630630632,0.870641084434188,1.0,-0.0005858555449719006,0.98232629733989,-0.1336757572051689,0.025398191993112357,-0.017991682303497153,0.06929984171363482
frozenset({'ice cream'}),frozenset({'whole milk'}),0.015170754527835327,0.15792287642852368,0.0019381140145692708,0.1277533039647577,0.808960087695586,1.0,-0.0004576951780575335,0.965411651771339,-0.1934135873073394,0.011323701679031628,-0.03582756450597859,0.07001291943900179
frozenset({'ice cream'}),frozenset({'rolls/buns'}),0.015170754527835327,0.11000467820624206,0.0017376194613379669,0.11453744493392069,1.0412052178288307,1.0,6.876549135755201e-05,1.0051190947621047,0.0401841643698321,0.014076881429344884,0.005093023094259622,0.0651666568533516
frozenset({'pot plants'}),frozenset({'whole milk'}),0.007819287576020852,0.15792287642852368,0.0010024727661565194,0.1282051282051282,0.8118211313302299,1.0,-0.0002323716194705121,0.9659119946849287,-0.18938103350369112,0.0060851926977687635,-0.03529100529100529,0.06727649554564492
frozenset({'pot plants'}),frozenset({'other vegetables'}),0.007819287576020852,0.12210118291786407,0.0010024727661565194,0.1282051282051282,1.0499908775770843,1.0,4.772850354941552e-05,1.007001584300097,0.04798598949211908,0.007776049766718508,0.006952902963865192,0.06820765441455096
frozenset({'waffles'}),frozenset({'whole milk'}),0.018512330415023724,0.15792287642852368,0.0026064291920069507,0.14079422382671483,0.891537863359769,1.0,-0.0003170912765288413,0.980064551383609,-0.11028228437214542,0.014994232987312575,-0.020340954673084586,0.07864933366536757
frozenset({'cat food'}),frozenset({'whole milk'}),0.011829178640646929,0.15792287642852368,0.001670787943594199,0.14124293785310735,0.8943792124824568,1.0,-0.0001973099731236176,0.9805766504746797,-0.1067501800273544,0.009940357852882706,-0.019808088960631312,0.07591135466502172
frozenset({'chewing gum'}),frozenset({'whole milk'}),0.012029673193878232,0.15792287642852368,0.001670787943594199,0.1388888888888889,0.8794728922744158,1.0,-0.0002289726496781568,0.9778960144701015,-0.12181589202547273,0.00992851469420175,-0.02260361552028216,0.07473433018291249
frozenset({'chewing gum'}),frozenset({'yogurt'}),0.012029673193878232,0.08587850030074183,0.001403461872619127,0.11666666666666667,1.358508430609598,1.0,0.0003703715796208294,1.0348545279614243,0.2671118369555764,0.01454293628808864,0.033680606326460985,0.06650453955901427
frozenset({'pasta'}),frozenset({'whole milk'}),0.008086613646995923,0.15792287642852368,0.0010693042839002875,0.1322314049586777,0.8373163404133281,1.0,-0.00020775700379946295,0.9703936376395108,-0.1637927088211783,0.006482982171799029,-0.030509641873278214,0.06950122935195839
frozenset({'seasonal products'}),frozenset({'rolls/buns'}),0.007084140880839404,0.11000467820624206,0.0010024727661565194,0.14150943396226415,1.2863946903872165,1.0,0.00022318412819209666,1.0366978473641575,0.22422202777590816,0.008635578583765112,0.035398788043655365,0.07531121758866549
